User-ID,Age
35054,41.0
35055,23.0
35056,38.0
35057,20.0
35058,41.0
35059,40.0
35060,54.0
35061,Unknown
35062,Unknown
35063,55.0
35064,Unknown
35065,22.0
35066,Unknown
35067,Unknown
35068,25.0
35069,Unknown
35070,54.0
35071,Unknown
35072,38.0
35073,Unknown
35074,Unknown
35075,32.0
35076,41.0
35077,Unknown
35078,Unknown
35079,Unknown
35080,Unknown
35081,16.0
35082,14.0
35083,Unknown
35084,Unknown
35085,42.0
35086,Unknown
35087,Unknown
35088,Unknown
35089,43.0
35090,66.0
35091,49.0
35092,Unknown
35093,49.0
35094,Unknown
35095,Unknown
35096,Unknown
35097,25.0
35098,21.0
35099,19.0
35100,37.0
35101,Unknown
35102,Unknown
35103,Unknown
35104,Unknown
35105,22.0
35106,Unknown
35107,72.0
35108,Unknown
35109,Unknown
35110,Unknown
35111,Unknown
35112,Unknown
35113,40.0
35114,19.0
35115,Unknown
35116,Unknown
35117,20.0
35118,Unknown
35119,Unknown
35120,Unknown
35121,Unknown
35122,Unknown
35123,Unknown
35124,33.0
35125,25.0
35126,58.0
35127,28.0
35128,30.0
35129,52.0
35130,Unknown
35131,Unknown
35132,28.0
35133,54.0
35134,Unknown
35135,26.0
35136,30.0
35137,47.0
35138,47.0
35139,37.0
35140,Unknown
35141,23.0
35142,40.0
35143,Unknown
35144,69.0
35145,Unknown
35146,Unknown
35147,Unknown
35148,24.0
35149,Unknown
35150,55.0
35151,38.0
35152,Unknown
35153,Unknown
35154,Unknown
35155,41.0
35156,Unknown
35157,Unknown
35158,Unknown
35159,47.0
35160,Unknown
35161,28.0
35162,26.0
35163,Unknown
35164,50.0
35165,22.0
35166,Unknown
35167,Unknown
35168,23.0
35169,35.0
35170,20.0
35171,24.0
35172,Unknown
35173,41.0
35174,Unknown
35175,Unknown
35176,Unknown
35177,27.0
35178,44.0
35179,33.0
35180,29.0
35181,Unknown
35182,56.0
35183,20.0
35184,Unknown
35185,56.0
35186,50.0
35187,32.0
35188,Unknown
35189,36.0
35190,58.0
35191,28.0
35192,38.0
35193,33.0
35194,Unknown
35195,29.0
35196,Unknown
35197,Unknown
35198,61.0
35199,41.0
35200,Unknown
35201,Unknown
35202,41.0
35203,51.0
35204,55.0
35205,Unknown
35206,Unknown
35207,Unknown
35208,Unknown
35209,Unknown
35210,Unknown
35211,43.0
35212,Unknown
35213,28.0
35214,Unknown
35215,29.0
35216,Unknown
35217,27.0
35218,Unknown
35219,50.0
35220,48.0
35221,54.0
35222,36.0
35223,19.0
35224,37.0
35225,Unknown
35226,36.0
35227,Unknown
35228,Unknown
35229,50.0
35230,Unknown
35231,Unknown
35232,Unknown
35233,Unknown
35234,Unknown
35235,57.0
35236,35.0
35237,Unknown
35238,24.0
35239,Unknown
35240,61.0
35241,Unknown
35242,Unknown
35243,37.0
35244,53.0
35245,31.0
35246,42.0
35247,Unknown
35248,Unknown
35249,31.0
35250,50.0
35251,Unknown
35252,30.0
35253,59.0
35254,29.0
35255,Unknown
35256,44.0
35257,Unknown
35258,17.0
35259,63.0
35260,54.0
35261,52.0
35262,51.0
35263,28.0
35264,Unknown
35265,33.0
35266,38.0
35267,Unknown
35268,26.0
35269,50.0
35270,36.0
35271,Unknown
35272,Unknown
35273,Unknown
35274,42.0
35275,Unknown
35276,Unknown
35277,Unknown
35278,Unknown
35279,Unknown
35280,32.0
35281,Unknown
35282,Unknown
35283,19.0
35284,60.0
35285,58.0
35286,Unknown
35287,41.0
35288,Unknown
35289,27.0
35290,Unknown
35291,19.0
35292,Unknown
35293,Unknown
35294,Unknown
35295,Unknown
35296,62.0
35297,Unknown
35298,28.0
35299,Unknown
35300,Unknown
35301,17.0
35302,23.0
35303,34.0
35304,20.0
35305,13.0
35306,Unknown
35307,19.0
35308,Unknown
35309,30.0
35310,27.0
35311,29.0
35312,Unknown
35313,24.0
35314,Unknown
35315,Unknown
35316,Unknown
35317,14.0
35318,Unknown
35319,Unknown
35320,24.0
35321,34.0
35322,Unknown
35323,20.0
35324,14.0
35325,22.0
35326,37.0
35327,Unknown
35328,Unknown
35329,Unknown
35330,30.0
35331,40.0
35332,Unknown
35333,69.0
35334,Unknown
35335,Unknown
35336,Unknown
35337,Unknown
35338,Unknown
35339,16.0
35340,Unknown
35341,Unknown
35342,41.0
35343,21.0
35344,14.0
35345,37.0
35346,13.0
35347,36.0
35348,Unknown
35349,Unknown
35350,29.0
35351,33.0
35352,1.0
35353,Unknown
35354,15.0
35355,25.0
35356,43.0
35357,Unknown
35358,26.0
35359,37.0
35360,23.0
35361,23.0
35362,22.0
35363,Unknown
35364,Unknown
35365,15.0
35366,Unknown
35367,40.0
35368,20.0
35369,55.0
35370,Unknown
35371,Unknown
35372,14.0
35373,26.0
35374,Unknown
35375,52.0
35376,22.0
35377,Unknown
35378,40.0
35379,14.0
35380,35.0
35381,37.0
35382,25.0
35383,48.0
35384,35.0
35385,49.0
35386,Unknown
35387,38.0
35388,20.0
35389,53.0
35390,Unknown
35391,Unknown
35392,25.0
35393,Unknown
35394,Unknown
35395,97.0
35396,Unknown
35397,24.0
35398,29.0
35399,51.0
35400,Unknown
35401,Unknown
35402,25.0
35403,Unknown
35404,39.0
35405,18.0
35406,19.0
35407,48.0
35408,31.0
35409,23.0
35410,27.0
35411,21.0
35412,Unknown
35413,43.0
35414,52.0
35415,52.0
35416,15.0
35417,Unknown
35418,39.0
35419,40.0
35420,Unknown
35421,Unknown
35422,28.0
35423,Unknown
35424,22.0
35425,Unknown
35426,45.0
35427,104.0
35428,33.0
35429,Unknown
35430,Unknown
35431,29.0
35432,Unknown
35433,40.0
35434,60.0
35435,32.0
35436,Unknown
35437,54.0
35438,55.0
35439,25.0
35440,40.0
35441,Unknown
35442,Unknown
35443,Unknown
35444,Unknown
35445,31.0
35446,34.0
35447,32.0
35448,30.0
35449,Unknown
35450,26.0
35451,30.0
35452,Unknown
35453,Unknown
35454,Unknown
35455,Unknown
35456,75.0
35457,43.0
35458,22.0
35459,13.0
35460,32.0
35461,36.0
35462,48.0
35463,Unknown
35464,53.0
35465,29.0
35466,24.0
35467,51.0
35468,Unknown
35469,35.0
35470,Unknown
35471,50.0
35472,41.0
35473,Unknown
35474,Unknown
35475,Unknown
35476,26.0
35477,Unknown
35478,Unknown
35479,Unknown
35480,Unknown
35481,33.0
35482,36.0
35483,37.0
35484,26.0
35485,Unknown
35486,35.0
35487,40.0
35488,Unknown
35489,63.0
35490,31.0
35491,Unknown
35492,30.0
35493,26.0
35494,Unknown
35495,Unknown
35496,Unknown
35497,Unknown
35498,37.0
35499,Unknown
35500,Unknown
35501,69.0
35502,Unknown
35503,Unknown
35504,Unknown
35505,43.0
35506,34.0
35507,Unknown
35508,Unknown
35509,Unknown
35510,38.0
35511,Unknown
35512,66.0
35513,42.0
35514,Unknown
35515,Unknown
35516,37.0
35517,Unknown
35518,Unknown
35519,32.0
35520,46.0
35521,36.0
35522,39.0
35523,Unknown
35524,Unknown
35525,72.0
35526,Unknown
35527,36.0
35528,Unknown
35529,31.0
35530,Unknown
35531,Unknown
35532,37.0
35533,35.0
35534,72.0
35535,25.0
35536,Unknown
35537,14.0
35538,Unknown
35539,57.0
35540,Unknown
35541,15.0
35542,51.0
35543,43.0
35544,36.0
35545,21.0
35546,Unknown
35547,Unknown
35548,42.0
35549,28.0
35550,44.0
35551,71.0
35552,76.0
35553,Unknown
35554,Unknown
35555,70.0
35556,13.0
35557,Unknown
35558,17.0
35559,Unknown
35560,30.0
35561,Unknown
35562,Unknown
35563,26.0
35564,30.0
35565,Unknown
35566,Unknown
35567,Unknown
35568,Unknown
35569,71.0
35570,39.0
35571,51.0
35572,Unknown
35573,45.0
35574,52.0
35575,30.0
35576,Unknown
35577,23.0
35578,Unknown
35579,16.0
35580,Unknown
35581,23.0
35582,Unknown
35583,45.0
35584,45.0
35585,45.0
35586,60.0
35587,Unknown
35588,Unknown
35589,8.0
35590,29.0
35591,Unknown
35592,47.0
35593,16.0
35594,45.0
35595,Unknown
35596,Unknown
35597,78.0
35598,Unknown
35599,31.0
35600,Unknown
35601,Unknown
35602,20.0
35603,63.0
35604,Unknown
35605,Unknown
35606,31.0
35607,Unknown
35608,Unknown
35609,27.0
35610,51.0
35611,Unknown
35612,37.0
35613,42.0
35614,30.0
35615,20.0
35616,57.0
35617,20.0
35618,Unknown
35619,Unknown
35620,48.0
35621,32.0
35622,45.0
35623,Unknown
35624,38.0
35625,43.0
35626,Unknown
35627,38.0
35628,Unknown
35629,Unknown
35630,Unknown
35631,Unknown
35632,11.0
35633,51.0
35634,Unknown
35635,32.0
35636,Unknown
35637,Unknown
35638,48.0
35639,Unknown
35640,26.0
35641,75.0
35642,51.0
35643,Unknown
35644,40.0
35645,Unknown
35646,45.0
35647,57.0
35648,Unknown
35649,46.0
35650,33.0
35651,Unknown
35652,26.0
35653,40.0
35654,41.0
35655,15.0
35656,43.0
35657,36.0
35658,Unknown
35659,21.0
35660,29.0
35661,30.0
35662,70.0
35663,31.0
35664,57.0
35665,58.0
35666,15.0
35667,Unknown
35668,39.0
35669,Unknown
35670,43.0
35671,Unknown
35672,Unknown
35673,49.0
35674,38.0
35675,Unknown
35676,Unknown
35677,71.0
35678,13.0
35679,Unknown
35680,35.0
35681,22.0
35682,25.0
35683,30.0
35684,33.0
35685,39.0
35686,46.0
35687,Unknown
35688,32.0
35689,Unknown
35690,29.0
35691,36.0
35692,Unknown
35693,62.0
35694,Unknown
35695,Unknown
35696,32.0
35697,51.0
35698,29.0
35699,Unknown
35700,Unknown
35701,29.0
35702,Unknown
35703,Unknown
35704,53.0
35705,Unknown
35706,46.0
35707,Unknown
35708,Unknown
35709,Unknown
35710,Unknown
35711,53.0
35712,Unknown
35713,29.0
35714,46.0
35715,42.0
35716,36.0
35717,37.0
35718,32.0
35719,Unknown
35720,20.0
35721,51.0
35722,36.0
35723,Unknown
35724,40.0
35725,45.0
35726,Unknown
35727,67.0
35728,Unknown
35729,Unknown
35730,47.0
35731,54.0
35732,Unknown
35733,Unknown
35734,Unknown
35735,60.0
35736,Unknown
35737,Unknown
35738,Unknown
35739,45.0
35740,52.0
35741,Unknown
35742,40.0
35743,18.0
35744,Unknown
35745,Unknown
35746,Unknown
35747,Unknown
35748,47.0
35749,Unknown
35750,Unknown
35751,Unknown
35752,25.0
35753,23.0
35754,48.0
35755,27.0
35756,Unknown
35757,42.0
35758,37.0
35759,30.0
35760,Unknown
35761,35.0
35762,31.0
35763,21.0
35764,34.0
35765,36.0
35766,20.0
35767,21.0
35768,Unknown
35769,Unknown
35770,29.0
35771,Unknown
35772,30.0
35773,Unknown
35774,26.0
35775,29.0
35776,27.0
35777,39.0
35778,16.0
35779,37.0
35780,15.0
35781,24.0
35782,15.0
35783,28.0
35784,51.0
35785,32.0
35786,Unknown
35787,25.0
35788,53.0
35789,Unknown
35790,20.0
35791,Unknown
35792,Unknown
35793,76.0
35794,Unknown
35795,Unknown
35796,Unknown
35797,36.0
35798,0.0
35799,Unknown
35800,16.0
35801,38.0
35802,Unknown
35803,23.0
35804,25.0
35805,Unknown
35806,Unknown
35807,28.0
35808,Unknown
35809,Unknown
35810,55.0
35811,26.0
35812,Unknown
35813,38.0
35814,Unknown
35815,Unknown
35816,Unknown
35817,Unknown
35818,Unknown
35819,42.0
35820,48.0
35821,Unknown
35822,Unknown
35823,38.0
35824,38.0
35825,Unknown
35826,Unknown
35827,Unknown
35828,Unknown
35829,Unknown
35830,Unknown
35831,56.0
35832,38.0
35833,34.0
35834,23.0
35835,Unknown
35836,34.0
35837,31.0
35838,19.0
35839,Unknown
35840,34.0
35841,27.0
35842,Unknown
35843,Unknown
35844,17.0
35845,Unknown
35846,37.0
35847,39.0
35848,31.0
35849,30.0
35850,Unknown
35851,27.0
35852,Unknown
35853,34.0
35854,38.0
35855,30.0
35856,15.0
35857,36.0
35858,Unknown
35859,Unknown
35860,36.0
35861,148.0
35862,Unknown
35863,28.0
35864,Unknown
35865,57.0
35866,55.0
35867,35.0
35868,24.0
35869,40.0
35870,17.0
35871,19.0
35872,49.0
35873,66.0
35874,Unknown
35875,Unknown
35876,Unknown
35877,57.0
35878,Unknown
35879,34.0
35880,39.0
35881,37.0
35882,33.0
35883,Unknown
35884,34.0
35885,55.0
35886,37.0
35887,32.0
35888,Unknown
35889,38.0
35890,24.0
35891,60.0
35892,52.0
35893,Unknown
35894,28.0
35895,54.0
35896,18.0
35897,Unknown
35898,Unknown
35899,Unknown
35900,57.0
35901,54.0
35902,Unknown
35903,35.0
35904,24.0
35905,Unknown
35906,Unknown
35907,33.0
35908,Unknown
35909,Unknown
35910,16.0
35911,38.0
35912,Unknown
35913,36.0
35914,Unknown
35915,Unknown
35916,40.0
35917,Unknown
35918,Unknown
35919,30.0
35920,Unknown
35921,8.0
35922,Unknown
35923,Unknown
35924,Unknown
35925,22.0
35926,36.0
35927,Unknown
35928,Unknown
35929,Unknown
35930,Unknown
35931,39.0
35932,Unknown
35933,Unknown
35934,53.0
35935,Unknown
35936,69.0
35937,19.0
35938,45.0
35939,Unknown
35940,41.0
35941,23.0
35942,36.0
35943,46.0
35944,35.0
35945,Unknown
35946,Unknown
35947,37.0
35948,45.0
35949,Unknown
35950,56.0
35951,59.0
35952,27.0
35953,37.0
35954,24.0
35955,15.0
35956,59.0
35957,21.0
35958,Unknown
35959,Unknown
35960,19.0
35961,Unknown
35962,Unknown
35963,76.0
35964,Unknown
35965,46.0
35966,Unknown
35967,23.0
35968,Unknown
35969,44.0
35970,19.0
35971,Unknown
35972,17.0
35973,28.0
35974,17.0
35975,19.0
35976,32.0
35977,24.0
35978,Unknown
35979,35.0
35980,49.0
35981,31.0
35982,Unknown
35983,Unknown
35984,21.0
35985,18.0
35986,26.0
35987,Unknown
35988,44.0
35989,40.0
35990,26.0
35991,23.0
35992,Unknown
35993,44.0
35994,21.0
35995,33.0
35996,48.0
35997,Unknown
35998,25.0
35999,Unknown
36000,Unknown
36001,32.0
36002,21.0
36003,26.0
36004,32.0
36005,29.0
36006,29.0
36007,45.0
36008,Unknown
36009,32.0
36010,40.0
36011,36.0
36012,Unknown
36013,40.0
36014,24.0
36015,45.0
36016,Unknown
36017,18.0
36018,29.0
36019,43.0
36020,24.0
36021,27.0
36022,32.0
36023,Unknown
36024,Unknown
36025,14.0
36026,15.0
36027,Unknown
36028,Unknown
36029,29.0
36030,Unknown
36031,Unknown
36032,44.0
36033,21.0
36034,49.0
36035,23.0
36036,Unknown
36037,Unknown
36038,26.0
36039,53.0
36040,Unknown
36041,46.0
36042,67.0
36043,30.0
36044,Unknown
36045,54.0
36046,28.0
36047,17.0
36048,Unknown
36049,27.0
36050,43.0
36051,36.0
36052,26.0
36053,39.0
36054,29.0
36055,Unknown
36056,67.0
36057,53.0
36058,36.0
36059,20.0
36060,20.0
36061,Unknown
36062,46.0
36063,37.0
36064,29.0
36065,Unknown
36066,Unknown
36067,Unknown
36068,45.0
36069,36.0
36070,Unknown
36071,Unknown
36072,52.0
36073,Unknown
36074,Unknown
36075,33.0
36076,Unknown
36077,10.0
36078,35.0
36079,Unknown
36080,Unknown
36081,Unknown
36082,Unknown
36083,54.0
36084,38.0
36085,Unknown
36086,Unknown
36087,27.0
36088,Unknown
36089,Unknown
36090,34.0
36091,Unknown
36092,42.0
36093,Unknown
36094,Unknown
36095,Unknown
36096,Unknown
36097,16.0
36098,Unknown
36099,59.0
36100,54.0
36101,18.0
36102,Unknown
36103,Unknown
36104,41.0
36105,21.0
36106,Unknown
36107,50.0
36108,Unknown
36109,Unknown
36110,Unknown
36111,35.0
36112,33.0
36113,35.0
36114,15.0
36115,Unknown
36116,32.0
36117,14.0
36118,37.0
36119,54.0
36120,52.0
36121,24.0
36122,Unknown
36123,38.0
36124,Unknown
36125,Unknown
36126,Unknown
36127,25.0
36128,Unknown
36129,Unknown
36130,26.0
36131,20.0
36132,53.0
36133,37.0
36134,49.0
36135,Unknown
36136,Unknown
36137,Unknown
36138,19.0
36139,Unknown
36140,45.0
36141,Unknown
36142,29.0
36143,25.0
36144,16.0
36145,Unknown
36146,57.0
36147,63.0
36148,52.0
36149,15.0
36150,41.0
36151,Unknown
36152,Unknown
36153,57.0
36154,Unknown
36155,31.0
36156,Unknown
36157,Unknown
36158,Unknown
36159,Unknown
36160,41.0
36161,Unknown
36162,39.0
36163,30.0
36164,30.0
36165,64.0
36166,Unknown
36167,Unknown
36168,Unknown
36169,36.0
36170,Unknown
36171,24.0
36172,26.0
36173,Unknown
36174,29.0
36175,48.0
36176,25.0
36177,Unknown
36178,Unknown
36179,Unknown
36180,Unknown
36181,Unknown
36182,23.0
36183,22.0
36184,Unknown
36185,104.0
36186,37.0
36187,29.0
36188,Unknown
36189,20.0
36190,Unknown
36191,43.0
36192,Unknown
36193,38.0
36194,Unknown
36195,60.0
36196,32.0
36197,44.0
36198,45.0
36199,Unknown
36200,54.0
36201,Unknown
36202,71.0
36203,41.0
36204,34.0
36205,Unknown
36206,39.0
36207,Unknown
36208,Unknown
36209,Unknown
36210,63.0
36211,46.0
36212,Unknown
36213,55.0
36214,55.0
36215,20.0
36216,30.0
36217,31.0
36218,13.0
36219,28.0
36220,46.0
36221,Unknown
36222,24.0
36223,Unknown
36224,51.0
36225,38.0
36226,49.0
36227,37.0
36228,24.0
36229,Unknown
36230,Unknown
36231,60.0
36232,Unknown
36233,Unknown
36234,Unknown
36235,Unknown
36236,21.0
36237,Unknown
36238,Unknown
36239,Unknown
36240,51.0
36241,24.0
36242,58.0
36243,Unknown
36244,Unknown
36245,20.0
36246,27.0
36247,Unknown
36248,Unknown
36249,49.0
36250,36.0
36251,58.0
36252,Unknown
36253,26.0
36254,Unknown
36255,27.0
36256,39.0
36257,29.0
36258,26.0
36259,57.0
36260,29.0
36261,Unknown
36262,27.0
36263,57.0
36264,54.0
36265,37.0
36266,23.0
36267,47.0
36268,Unknown
36269,21.0
36270,28.0
36271,55.0
36272,51.0
36273,24.0
36274,Unknown
36275,32.0
36276,Unknown
36277,Unknown
36278,41.0
36279,Unknown
36280,34.0
36281,26.0
36282,Unknown
36283,Unknown
36284,41.0
36285,41.0
36286,21.0
36287,37.0
36288,27.0
36289,Unknown
36290,19.0
36291,54.0
36292,29.0
36293,40.0
36294,57.0
36295,37.0
36296,21.0
36297,80.0
36298,25.0
36299,50.0
36300,Unknown
36301,53.0
36302,Unknown
36303,28.0
36304,56.0
36305,Unknown
36306,93.0
36307,Unknown
36308,48.0
36309,54.0
36310,21.0
36311,Unknown
36312,Unknown
36313,15.0
36314,25.0
36315,Unknown
36316,Unknown
36317,59.0
36318,65.0
36319,25.0
36320,57.0
36321,Unknown
36322,Unknown
36323,29.0
36324,Unknown
36325,36.0
36326,33.0
36327,Unknown
36328,33.0
36329,Unknown
36330,23.0
36331,31.0
36332,26.0
36333,Unknown
36334,Unknown
36335,30.0
36336,Unknown
36337,65.0
36338,36.0
36339,38.0
36340,36.0
36341,26.0
36342,Unknown
36343,49.0
36344,Unknown
36345,Unknown
36346,51.0
36347,32.0
36348,36.0
36349,Unknown
36350,22.0
36351,Unknown
36352,Unknown
36353,47.0
36354,Unknown
36355,29.0
36356,20.0
36357,Unknown
36358,24.0
36359,30.0
36360,30.0
36361,20.0
36362,30.0
36363,23.0
36364,23.0
36365,23.0
36366,16.0
36367,32.0
36368,Unknown
36369,30.0
36370,18.0
36371,Unknown
36372,28.0
36373,24.0
36374,24.0
36375,Unknown
36376,Unknown
36377,36.0
36378,51.0
36379,Unknown
36380,49.0
36381,Unknown
36382,40.0
36383,23.0
36384,38.0
36385,34.0
36386,27.0
36387,Unknown
36388,18.0
36389,23.0
36390,Unknown
36391,35.0
36392,15.0
36393,36.0
36394,Unknown
36395,39.0
36396,Unknown
36397,Unknown
36398,Unknown
36399,45.0
36400,28.0
36401,36.0
36402,Unknown
36403,52.0
36404,Unknown
36405,27.0
36406,Unknown
36407,Unknown
36408,59.0
36409,Unknown
36410,Unknown
36411,Unknown
36412,Unknown
36413,32.0
36414,45.0
36415,Unknown
36416,Unknown
36417,53.0
36418,Unknown
36419,Unknown
36420,Unknown
36421,42.0
36422,48.0
36423,Unknown
36424,Unknown
36425,27.0
36426,Unknown
36427,Unknown
36428,Unknown
36429,24.0
36430,57.0
36431,32.0
36432,29.0
36433,40.0
36434,52.0
36435,61.0
36436,34.0
36437,27.0
36438,Unknown
36439,Unknown
36440,19.0
36441,20.0
36442,Unknown
36443,34.0
36444,32.0
36445,56.0
36446,21.0
36447,69.0
36448,38.0
36449,61.0
36450,49.0
36451,Unknown
36452,Unknown
36453,33.0
36454,Unknown
36455,45.0
36456,Unknown
36457,17.0
36458,18.0
36459,Unknown
36460,51.0
36461,39.0
36462,Unknown
36463,Unknown
36464,30.0
36465,Unknown
36466,26.0
36467,42.0
36468,Unknown
36469,Unknown
36470,Unknown
36471,30.0
36472,37.0
36473,70.0
36474,55.0
36475,24.0
36476,Unknown
36477,64.0
36478,Unknown
36479,30.0
36480,35.0
36481,Unknown
36482,44.0
36483,54.0
36484,52.0
36485,38.0
36486,43.0
36487,Unknown
36488,24.0
36489,Unknown
36490,30.0
36491,42.0
36492,Unknown
36493,Unknown
36494,Unknown
36495,21.0
36496,Unknown
36497,35.0
36498,30.0
36499,Unknown
36500,33.0
36501,Unknown
36502,Unknown
36503,Unknown
36504,50.0
36505,Unknown
36506,Unknown
36507,26.0
36508,48.0
36509,Unknown
36510,Unknown
36511,23.0
36512,Unknown
36513,28.0
36514,22.0
36515,67.0
36516,42.0
36517,63.0
36518,15.0
36519,Unknown
36520,46.0
36521,57.0
36522,37.0
36523,25.0
36524,51.0
36525,26.0
36526,59.0
36527,Unknown
36528,27.0
36529,Unknown
36530,42.0
36531,Unknown
36532,Unknown
36533,20.0
36534,Unknown
36535,14.0
36536,44.0
36537,Unknown
36538,66.0
36539,Unknown
36540,32.0
36541,Unknown
36542,30.0
36543,Unknown
36544,35.0
36545,49.0
36546,38.0
36547,45.0
36548,26.0
36549,Unknown
36550,52.0
36551,104.0
36552,31.0
36553,43.0
36554,48.0
36555,Unknown
36556,Unknown
36557,Unknown
36558,63.0
36559,Unknown
36560,52.0
36561,Unknown
36562,23.0
36563,39.0
36564,47.0
36565,39.0
36566,Unknown
36567,62.0
36568,1.0
36569,26.0
36570,Unknown
36571,19.0
36572,Unknown
36573,31.0
36574,Unknown
36575,22.0
36576,Unknown
36577,38.0
36578,Unknown
36579,14.0
36580,Unknown
36581,50.0
36582,57.0
36583,Unknown
36584,41.0
36585,Unknown
36586,39.0
36587,Unknown
36588,Unknown
36589,50.0
36590,Unknown
36591,58.0
36592,13.0
36593,Unknown
36594,Unknown
36595,28.0
36596,28.0
36597,Unknown
36598,40.0
36599,Unknown
36600,Unknown
36601,Unknown
36602,Unknown
36603,Unknown
36604,25.0
36605,36.0
36606,39.0
36607,Unknown
36608,42.0
36609,32.0
36610,65.0
36611,28.0
36612,Unknown
36613,41.0
36614,Unknown
36615,Unknown
36616,41.0
36617,53.0
36618,34.0
36619,Unknown
36620,Unknown
36621,Unknown
36622,Unknown
36623,Unknown
36624,Unknown
36625,23.0
36626,Unknown
36627,Unknown
36628,45.0
36629,Unknown
36630,Unknown
36631,72.0
36632,Unknown
36633,18.0
36634,44.0
36635,30.0
36636,40.0
36637,38.0
36638,46.0
36639,Unknown
36640,Unknown
36641,Unknown
36642,18.0
36643,31.0
36644,Unknown
36645,Unknown
36646,Unknown
36647,56.0
36648,66.0
36649,23.0
36650,Unknown
36651,30.0
36652,23.0
36653,38.0
36654,46.0
36655,45.0
36656,28.0
36657,45.0
36658,16.0
36659,Unknown
36660,24.0
36661,Unknown
36662,42.0
36663,34.0
36664,31.0
36665,30.0
36666,Unknown
36667,33.0
36668,20.0
36669,34.0
36670,Unknown
36671,38.0
36672,Unknown
36673,48.0
36674,Unknown
36675,25.0
36676,38.0
36677,28.0
36678,Unknown
36679,62.0
36680,34.0
36681,Unknown
36682,35.0
36683,14.0
36684,Unknown
36685,23.0
36686,15.0
36687,Unknown
36688,Unknown
36689,36.0
36690,21.0
36691,29.0
36692,19.0
36693,50.0
36694,Unknown
36695,Unknown
36696,Unknown
36697,14.0
36698,52.0
36699,28.0
36700,Unknown
36701,65.0
36702,49.0
36703,35.0
36704,30.0
36705,Unknown
36706,51.0
36707,Unknown
36708,23.0
36709,24.0
36710,Unknown
36711,58.0
36712,23.0
36713,14.0
36714,45.0
36715,Unknown
36716,59.0
36717,27.0
36718,25.0
36719,Unknown
36720,30.0
36721,Unknown
36722,Unknown
36723,Unknown
36724,Unknown
36725,61.0
36726,54.0
36727,Unknown
36728,Unknown
36729,Unknown
36730,18.0
36731,54.0
36732,51.0
36733,Unknown
36734,30.0
36735,43.0
36736,Unknown
36737,16.0
36738,18.0
36739,Unknown
36740,36.0
36741,24.0
36742,47.0
36743,34.0
36744,27.0
36745,27.0
36746,34.0
36747,26.0
36748,28.0
36749,Unknown
36750,57.0
36751,Unknown
36752,24.0
36753,14.0
36754,Unknown
36755,Unknown
36756,28.0
36757,Unknown
36758,Unknown
36759,28.0
36760,27.0
36761,Unknown
36762,Unknown
36763,Unknown
36764,Unknown
36765,31.0
36766,64.0
36767,52.0
36768,14.0
36769,Unknown
36770,32.0
36771,61.0
36772,21.0
36773,Unknown
36774,Unknown
36775,Unknown
36776,18.0
36777,29.0
36778,Unknown
36779,26.0
36780,Unknown
36781,Unknown
36782,54.0
36783,33.0
36784,35.0
36785,24.0
36786,30.0
36787,Unknown
36788,22.0
36789,45.0
36790,23.0
36791,61.0
36792,46.0
36793,Unknown
36794,Unknown
36795,54.0
36796,Unknown
36797,14.0
36798,56.0
36799,47.0
36800,24.0
36801,24.0
36802,42.0
36803,Unknown
36804,Unknown
36805,31.0
36806,21.0
36807,27.0
36808,Unknown
36809,Unknown
36810,40.0
36811,51.0
36812,Unknown
36813,Unknown
36814,Unknown
36815,31.0
36816,43.0
36817,29.0
36818,25.0
36819,Unknown
36820,Unknown
36821,Unknown
36822,23.0
36823,Unknown
36824,Unknown
36825,21.0
36826,28.0
36827,20.0
36828,58.0
36829,21.0
36830,Unknown
36831,Unknown
36832,42.0
36833,34.0
36834,39.0
36835,Unknown
36836,56.0
36837,Unknown
36838,34.0
36839,33.0
36840,Unknown
36841,47.0
36842,50.0
36843,23.0
36844,Unknown
36845,54.0
36846,56.0
36847,31.0
36848,24.0
36849,31.0
36850,46.0
36851,Unknown
36852,16.0
36853,18.0
36854,53.0
36855,33.0
36856,47.0
36857,31.0
36858,Unknown
36859,104.0
36860,22.0
36861,Unknown
36862,36.0
36863,Unknown
36864,Unknown
36865,39.0
36866,36.0
36867,Unknown
36868,54.0
36869,Unknown
36870,40.0
36871,35.0
36872,41.0
36873,25.0
36874,Unknown
36875,40.0
36876,20.0
36877,Unknown
36878,Unknown
36879,43.0
36880,Unknown
36881,21.0
36882,Unknown
36883,Unknown
36884,Unknown
36885,41.0
36886,Unknown
36887,Unknown
36888,Unknown
36889,52.0
36890,Unknown
36891,Unknown
36892,33.0
36893,Unknown
36894,14.0
36895,51.0
36896,Unknown
36897,42.0
36898,12.0
36899,15.0
36900,Unknown
36901,35.0
36902,Unknown
36903,23.0
36904,Unknown
36905,20.0
36906,55.0
36907,39.0
36908,Unknown
36909,Unknown
36910,Unknown
36911,38.0
36912,Unknown
36913,28.0
36914,44.0
36915,44.0
36916,Unknown
36917,Unknown
36918,24.0
36919,Unknown
36920,45.0
36921,20.0
36922,Unknown
36923,Unknown
36924,59.0
36925,Unknown
36926,40.0
36927,38.0
36928,Unknown
36929,18.0
36930,51.0
36931,56.0
36932,Unknown
36933,29.0
36934,Unknown
36935,62.0
36936,15.0
36937,Unknown
36938,43.0
36939,55.0
36940,54.0
36941,23.0
36942,Unknown
